Make,Model,Year Range,PCD,Center Bore,R12,R13,R14,R15,R16,R17,R18,R19,R20,URL
subaru,Justy,1995 - 2004,4x114.3,60.1,,1,1,1,,,,,,https://www.wheelfitment.eu/car/Subaru/Justy%20(1995%20-%202004).html
subaru,Justy,2004 - 2010,4x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Subaru/Justy%20(2004%20-%202010).html
subaru,Legacy,1989 - 2003,5x100,56.1,,,,,,,,,,https://www.wheelfitment.eu/car/Subaru/Legacy%20(1989%20-%202003).html
subaru,Legacy,2003 - 2009,5x100,56.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Subaru/Legacy%20(2003%20-%202009).html
subaru,Legacy,2009 - 2014,5x100,56.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Subaru/Legacy%20(2009%20-%202014).html
subaru,Legacy,2015 - 2020,5x114.3,56.1,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Subaru/Legacy%20(2015%20-%202020).html
subaru,Legacy,2020 - ,5x114.3,56.1,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Subaru/Legacy%20(2020%20-%20).html
subaru,Levorg,2014 - 2022,5x114.3,56.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Subaru/Levorg%20(2014%20-%202022).html
subaru,Outback,1998 - 2003,5x100,56.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Subaru/Outback%20(1998%20-%202003).html
subaru,Outback,2004 - 2009,5x100,56.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Subaru/Outback%20(2004%20-%202009).html
subaru,Outback,2009 - 2014,5x100,56.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Subaru/Outback%20(2009%20-%202014).html
subaru,Outback,2015 - 2020,5x114.3,56.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Subaru/Outback%20(2015%20-%202020).html
subaru,Outback,2020 - ,5x114.3,56.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Subaru/Outback%20(2020%20-%20).html
subaru,Solterra,2022 - ,5x114.3,60.1,,,,,,,1,,1,https://www.wheelfitment.eu/car/Subaru/Solterra%20(2022%20-%20).html
subaru,SVX,1992 - 1997,5x114.3,56.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Subaru/SVX%20(1992%20-%201997).html
subaru,Trezia,2010 - 2016,5x100,54.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Subaru/Trezia%20(2010%20-%202016).html
subaru,Vivio,1992 - 2001,4x100,59.1,,,,,,,,,,https://www.wheelfitment.eu/car/Subaru/Vivio%20(1992%20-%202001).html
subaru,WRX STI,2013 - ,5x114.3,56.1,,,,,,,1,1,1,https://www.wheelfitment.eu/car/Subaru/WRX%20STI%20(2013%20-%20).html
subaru,XV,2011 - 2017,5x100,56.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Subaru/XV%20(2011%20-%202017).html
subaru,XV,2017 - ,5x100,56.1,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Subaru/XV%20(2017%20-%20).html
suzuki,Across,2020 - ,5x114.3,60.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Suzuki/Across%20(2020%20-%20).html
suzuki,Alto,1985 - 1995,4x114.3,60.1,1,1,1,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Alto%20(1985%20-%201995).html
suzuki,Alto,1995 - 2002,4x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Alto%20(1995%20-%202002)%20.html
suzuki,Alto,2002 - 2009,4x100,54.1,,,1,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Alto%20(2002%20-%202009).html
suzuki,Alto,2009 - 2014,4x100,54.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Suzuki/Alto%20(2009%20-%202014).html
suzuki,Alto,2014 - ,4x100,54.1,,,1,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Alto%20(2014%20-%20).html
suzuki,Alvivio,2015 - ,4x100,54.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Alvivio%20(2015%20-%20).html
suzuki,Baleno,1995 - 2002,4x100,54.1,,1,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Suzuki/Baleno%20(1995%20-%202002).html
suzuki,Baleno,2015 - ,4x100,54.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Baleno%20(2015%20-%20).html
suzuki,Cappuccino,1991 - 1998,4x114.3,67.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Suzuki/Cappuccino%20(1991%20-%201998).html
suzuki,Carry,1990 - 1995,4x114.3,60.1,,1,,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Carry%20(1990%20-%201995).html
suzuki,Carry,1995 - 1999,4x100,60.1,,1,,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Carry%20(1995%20-%201998).html
suzuki,Carry,1999 - 2013,4x100,60.1,,1,,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Carry%20(1999%20-%202013).html
suzuki,Celerio,2015 - ,4x100,54.1,,,1,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Celerio%20(2015%20-%20).html
suzuki,Esteem,1995 - 2002,4x100,54.1,,1,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Suzuki/Esteem%20(1995%20-%202002.html
suzuki,Gand Vitara,1998 - 2005,5x139.7,104.5,,,,,1,1,1,,1,https://www.wheelfitment.eu/car/Suzuki/Gand%20Vitara%20(1998%20-%202005).html
suzuki,Grand Vitara,1998 - 2005,5x139.7,108.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Suzuki/Grand%20Vitara%20(1998%20-%202005).html
suzuki,Grand Vitara,2005 - ,5x114.3,60.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Suzuki/Grand%20Vitara%20(2005%20-%20).html
suzuki,Ignis,2000 - 2003,4x100,54.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Suzuki/Ignis%20(2000%20-%202003).html
suzuki,Ignis,2016 - ,4x100,54.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Ignis%20(2016%20-%20).html
suzuki,Ignis II,2003 - 2008,4x100,54.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Suzuki/Ignis%20II%20(2003%20-%202008).html
suzuki,Invicto,2022 - ,5x114.3,60.1,,,,,,1,,,,https://www.wheelfitment.eu/car/Suzuki/Invicto%20(2022%20-%20).html
suzuki,Jimny,1984 - 1997,5x139.7,108.4,,,,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Jimny%20(1984%20-%201997).html
suzuki,Jimny,1998 - 2018,5x139.7,108.4,,,,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Jimny%20(1998%20-%202018).html
suzuki,Jimny,2018 - ,5x139.7,108.4,,,,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Jimny%20(2018%20-%20).html
suzuki,Kizashi,2009 - ,5x114.3,60.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Suzuki/Kizashi%20(2009%20-%20).html
suzuki,Liana,2001 - 2007,4x100,54.1,,,,1,,,,,,https://www.wheelfitment.eu/car/Suzuki/Liana%20(2001%20-%202007).html
suzuki,S-Cross,2013 - ,5x114.3,60.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Suzuki/S-Cross%20(2013%20-%20).html
suzuki,Splash,2008 - ,4x100,54.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Splash%20(2008%20-%20).html
suzuki,Swace,2020 - ,5x114.3,60.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Suzuki/Swace%20(2020%20-%20).html
suzuki,Swift,1984 - 2003,4x114.3,60.1,,,1,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Swift%20(1984%20-%202003).html
suzuki,Swift,2005 - 2010,4x100,54.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Suzuki/Swift%20(2005%20-%202010).html
suzuki,Swift,2010 - 2017,4x100,54.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Suzuki/Swift%20(2010%20-%202017).html
suzuki,Swift,2017 - ,4x100,54.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Swift%20(2017%20-%20).html
suzuki,Swift 4WD,2010 - 2017,4x100,54.1,,,,1,,,,,,https://www.wheelfitment.eu/car/Suzuki/Swift%204WD%20(2010%20-%202017).html
suzuki,Swift Sport,2006 - 2010,5x114.3,60.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Suzuki/Swift%20Sport%20(2006%20-%202010).html
suzuki,Swift Sport,2011 - 2017,5x114.3,60.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Suzuki/Swift%20Sport%20(2011%20-%202017).html
suzuki,SX4,2006 - 2015,5x114.3,60.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Suzuki/SX4%20(2006%20-%202015).html
suzuki,SX4,2017 - 2021,5x114.3,60.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Suzuki/SX4%20(2017%20-%202021).html
suzuki,Vitara,1988 - 1998,5x139.7,108.1,,,,,1,,,,,https://www.wheelfitment.eu/car/Suzuki/Vitara%20(1988%20-%201998).html
suzuki,Vitara,2001 - 2006,5x139.7,108.4,,,,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Vitara%20(2001%20-%202006).html
suzuki,Vitara,2015 - ,5x114.3,60.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Suzuki/Vitara%20(2015%20-%20).html
suzuki,Wagon R plus,1997 - 2000,4x100,54.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Wagon%20R%20plus%20(1997%20-%202000).html
suzuki,Wagon R plus,2000 - 2010,4x100,54.1,,,1,,,,,,,https://www.wheelfitment.eu/car/Suzuki/Wagon%20R%20plus%20(2000%20-%202003).html
suzuki,XL7,2006 - 2009,5x139.7,104.5,,,,,,,,,,https://www.wheelfitment.eu/car/Suzuki/XL7%20(2006%20-%202009).html
toyota,4 Runner,2003 - ,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/4%20Runner%20(2003%20-%20).html
toyota,Altezza,1998 - 2005,5x114.3,60.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Altezza%20(1998%20-%202005).html
toyota,Aristo,1997 - 2004,5x114.3,60.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Aristo%20(1997%20-%202004).html
toyota,Auris,2007 - 2012,5x114.3,60.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Auris%20(2007%20-%202012).html
toyota,Auris,2013 - ,5x114.3,60.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Auris%20(2013%20-%20).html
toyota,Avensis,1998 - 2003,5x100,54.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Toyota/Avensis%20(1998%20-%202003).html
toyota,Avensis II,2003 - 2008,5x100,54.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Avensis%20II%20(2003%20-%202008).html
toyota,Avensis II 2.2 Diesel,2005 - 2008,5x114.3,60.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Avensis%20II%202.2%20Diesel%20(2005%20-%202008).html
toyota,Avensis III,2008 - ,5x114.3,60.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Avensis%20III%20(2008%20-%20).html
toyota,Avensis Verso,2001 - 2005,5x114.3,60.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Avensis%20Verso%20(2001%20-%202005).html
toyota,Aygo,2005 - ,4x100,54.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Aygo%20(2005%20-%20).html
toyota,BB,2000 - 2016,4x100,54.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Toyota/BB%20(2000%20-%202016).html
toyota,BZ4X,2022 - ,5x114.3,60.1,,,,,,,1,,1,https://www.wheelfitment.eu/car/Toyota/BZ4X%20(2022%20-%20).html
toyota,C-HR,2016 - ,5x114.3,60.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Toyota/C-HR%20(2016%20-%20).html
toyota,Camry,1982 - 1986,5x100,54.1,,1,1,1,,,,,,https://www.wheelfitment.eu/car/Toyota/Camry%20(1982%20-%201986).html
toyota,Camry,1986 - 1991,5x114.3,60.1,,1,1,1,,,,,,https://www.wheelfitment.eu/car/Toyota/Camry%20(1986%20-%201991).html
toyota,Camry,1990 - 2001,5x114.3,60.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Camry%20(1990%20-%202001).html
toyota,Camry,2001 - 2011,5x114.3,60.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Camry%20(2001%20-%202011).html
toyota,Camry,2011 - 2018,5x114.3,60.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Camry%20(2011%20-%202018).html
toyota,Camry,2018 - ,5x114.3,60.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Camry%20(2018%20-%20).html
toyota,Carina,1992 - 1997,5x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Carina%20(1992%20-%201997).html
toyota,Carina 4 bolts,1988 - 1992,4x100,54.1,,1,1,1,,,,,,https://www.wheelfitment.eu/car/Toyota/Carina%204%20gaats%20(1988%20-%201992).html
toyota,Carina 5 bolts,1988 - 1992,5x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Carina%205%20gaats%20(1988%20-%201992).html
toyota,Celica,1971 - 1977,4x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Celica%20(1971%20-%201977).html
toyota,Celica,1985 - 1989,4x100,54.1,,1,1,1,1,,,,,https://www.wheelfitment.eu/car/Toyota/Celica%20(1985%20-%201989).html
toyota,Celica,1989 - 1993,4x100,54.1,,,1,1,,,,,,https://www.wheelfitment.eu/car/Toyota/Celica%20(1989%20-%201993).html
toyota,Celica,1993 - 1999,5x100,54.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Celica%20(1993%20-%201999).html
toyota,Celica,1999 - 2007,5x100,54.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Toyota/Celica%20(1999%20-%202007).html
toyota,Celsior,2000 - 2006,5x114.3,60.1,,,,,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Celsior%20(2000%20-%202006).html
toyota,Century,2017 - 2024,5x120,60.1,,,,,,,1,1,,https://www.wheelfitment.eu/car/Toyota/Century%20(2017%20-%202024).html
toyota,Century,2024 - ,5x120,60.1,,,,,,,,,1,https://www.wheelfitment.eu/car/Toyota/Century%20(2024%20-%20).html
toyota,Chaser,1996 - 2001,5x114.3,60.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Toyota/Chaser%20(1996%20-%202001).html
toyota,Corolla,1987 - 1997,4x100,54.1,,,1,1,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Corolla%20(1987%20-%201997).html
toyota,Corolla,1997 - 2001,4x100,54.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Corolla%20(1997%20-%202001).html
toyota,Corolla,2002 - 2007,4x100,54.1,,,,1,1,1,1,1,,https://www.wheelfitment.eu/car/Toyota/Corolla%20(2002%20-%202007).html
toyota,Corolla,2007 - 2013,5x114.3,60.1,,,,1,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Corolla%20(2007%20-%202013).html
toyota,Corolla Cross,2020 - ,5x114.3,60.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Toyota/Corolla%20Cross%20(2020%20-%20).html
toyota,Corolla EU,2016 - 2019,5x114.3,60.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Corolla%20EU%20(2016%20-%202019).html
toyota,Corolla EU,2019 - ,5x114.3,60.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Corolla%20EU%20(2019%20-%20).html
toyota,Corolla US,2013 - 2019,5x100,54.1,,,,1,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Corolla%20US%20(2013%20-%202019).html
toyota,Corolla US,2019 - ,5x100,54.1,,,,1,1,,1,,,https://www.wheelfitment.eu/car/Toyota/Corolla%20US%20(2019%20-%20).html
toyota,Corolla Verso,2002 - 2004,4x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Corolla%20Verso%20(2002%20-%202004).html
toyota,Corolla Verso,2004 - 2009,5x114.3,60.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Corolla%20Verso%20(2004%20-%202009).html
toyota,Crown Athlete,2003 - 2008,5x114.3,60.1,,,,,,,1,,,https://www.wheelfitment.eu/car/Toyota/Crown%20Athlete%20(2003%20-%202008).html
toyota,Crown Athlete,2008 - 2012,5x114.3,60.1,,,,,,,1,,,https://www.wheelfitment.eu/car/Toyota/Crown%20Athlete%20(2008%20-%202012).html
toyota,Crown Athlete,2012 - 2018,5x114.3,60.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Toyota/Crown%20Athlete%20(2012%20-%202018).html
toyota,FJ Cruiser,2006 - ,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/FJ%20Cruiser%20(2006%20-%20).html
toyota,GT 86,2012 - ,5x100,56.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/GT%2086%20(2012%20-%20).html
toyota,Hi-Ace 2WD,1989 - 1995,5x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Hi-Ace%202WD%20(1989%20-%201995).html
toyota,Hi-Ace 2WD,1995 - 2001,6x139.7,106,,,,1,1,,,,,https://www.wheelfitment.eu/car/Toyota/Hi-Ace%202WD%20(1995%20-%202001).html
toyota,Hi-Ace 4WD,1989 - 1995,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Hi-Ace%204WD%20(1989%20-%201995).html
toyota,Hi-Ace 4WD,1995 - 2006,6x139.7,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Hi-Ace%204WD%20(1995%20-%202006).html
toyota,Highlander,2001 - 2007,5x114.3,60.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Highlander%20(2001%20-%202007).html
toyota,Highlander,2008 - ,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Highlander%20(2008%20-%20).html
toyota,HiLux 2WD,1986 - 2005,5x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/HiLux%202WD%20(1986%20-%202005).html
toyota,HiLux 2WD,2006 - ,5x114.3,67.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/HiLux%202WD%20(2006%20-%20).html
toyota,HiLux 4WD,1989 - 1999,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/HiLux%204WD%20(1989%20-%201999).html
toyota,HiLux 4WD,1999 - 2005,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/HiLux%204WD%20(1999%20-%202005).html
toyota,HiLux 4WD,2006 - ,6x139.7,106,,,,1,1,1,1,,1,https://www.wheelfitment.eu/car/Toyota/HiLux%204WD%20(2006%20-%20).html
toyota,IQ,2009 - ,4x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/IQ%20(2009%20-%20).html
toyota,Land Cruiser J100,1998 - 2007,5x150,110,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Land%20Cruiser%20J100%20(1998%20-%202007).html
toyota,Land Cruiser J20 V8,2008 - ,5x150,110,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Land%20Cruiser%20J20%20V8%20(2008%20-%20).html
toyota,Land Cruiser J90,1996 - 2002,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Land%20Cruiser%20J90%20(1996%20-%202002).html
toyota,Land Cruiser Prado,2002 - 2009,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Land%20Cruiser%20Prado%20(2002%20-%202009).html
toyota,Land Cruiser Prado,2009 - ,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Land%20Cruiser%20Prado%20(2009%20-%20).html
toyota,Mark X,2004 - 2009,5x114.3,60.1,,,,,1,,1,,,https://www.wheelfitment.eu/car/Toyota/Mark%20X%20(2004%20-%202009).html
toyota,Mark X,2009 - 2016,5x114.3,60.1,,,,,1,,1,,,https://www.wheelfitment.eu/car/Toyota/Mark%20X%20(2009%20-%202016).html
toyota,Mark X,2016 - 2019,5x114.3,60.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Toyota/Mark%20X%20(2016%20-%202019).html
toyota,Mirai,2014 - 2021,5x114.3,60.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Toyota/Mirai%20(2014%20-%202021).html
toyota,Mirai,2021 - ,5x120,60.1,,,,,,,,1,1,https://www.wheelfitment.eu/car/Toyota/Mirai%20(2021%20-%20).html
toyota,MR2,1984 - 1988,4x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/MR2%20(1984%20-%201988).html
toyota,MR2,1989 - 1999,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/MR2%20(1989%20-%201999).html
toyota,MR2,1999 - 2007,4x100,54.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/MR2%20(1999%20-%202007).html
toyota,Paseo,1996 - 2000,4x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Paseo%20(1996%20-%202000).html
toyota,Picnic,1996 - 2001,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Picnic%20(1996%20-%202001).html
toyota,Picnic,2001 - 2009,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Picnic%20(2001%20-%202009).html
toyota,Previa,1990 - 2000,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Previa%20(1990%20-%202000).html
toyota,Previa,2000 - 2006,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Previa%20(2000%20-%202006).html
toyota,Previa,2006 - ,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Previa%20(2006%20-%20).html
toyota,Prius,1997 - 2003,4x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Prius%20(1997%20-%202003).html
toyota,Prius,2004 - 2009,5x100,54.1,,,,,1,1,1,1,,https://www.wheelfitment.eu/car/Toyota/Prius%20(2004%20-%202009).html
toyota,Prius,2010 - ,5x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Prius%20(2010%20-%20).html
toyota,Prius Wagon,2012 - ,5x114.3,60.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Prius%20Wagon%20(2012%20-%20).html
toyota,ProAce,2013 - 2016,5x108,65.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Toyota/ProAce%20(2013%20-%202016).html
toyota,ProAce,2016 - ,5x108,65.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Toyota/ProAce%20(2016%20-%20).html
toyota,Rav4,1994 - 2000,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Rav4%20(1994%20-%202000).html
toyota,Rav4,2000 - 2005,5x114.3,60.1,,,,,1,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Rav4%20(2000%20-%202005).html
toyota,Rav4,2005 - 2016,5x114.3,60.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Rav4%20(2005%20-%202016).html
toyota,Rav4,2016 - 2019,5x114.3,60.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Rav4%20(2015%20-%202019).html
toyota,Rav4,2019 - ,5x114.3,60.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Rav4%20(2019%20-%20).html
toyota,Sequoia,2001 - 2007,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Sequoia%20(2001%20-%202007).html
toyota,Sequoia,2008 - ,5x150,110,,,,,,,1,,1,https://www.wheelfitment.eu/car/Toyota/Sequoia%20(2008%20-%20).html
toyota,Sienna,2011 - 2020,5x114.3,60.1,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Toyota/Sienna%20(2011%20-%202020).html
toyota,Sienna,2021 - ,5x114.3,60.1,,,,,,1,1,1,1,https://www.wheelfitment.eu/car/Toyota/Sienna%20(2021%20-%20).html
toyota,Starlet,1984 - 1989,4x100,54.1,,1,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Starlet%20(1984%20-%201989).html
toyota,Starlet,1990 - 1999,4x100,54.1,,1,1,1,1,,,,,https://www.wheelfitment.eu/car/Toyota/Starlet%20(1990%20-%201999).html
toyota,Supra MK3,1986 - 1993,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Supra%20MK3%20(1986%20-%201993).html
toyota,Supra MK4,1992 - 2002,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Supra%20MK4%20(1992%20-%202002).html
toyota,Supra MK5,2019 - ,5x112,66.5,,,,,,1,1,1,,https://www.wheelfitment.eu/car/Toyota/Supra%20MK5%20(2019%20-%20).html
toyota,Tacoma,1995 - 2004,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Tacoma%20(1995%20-%202004).html
toyota,Tercel,1981 - 1990,4x100,54.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Toyota/Tercel%20(1981%20-%201990).html
toyota,Tercel,1990 - 1999,4x100,54.1,,1,1,,,,,,,https://www.wheelfitment.eu/car/Toyota/Tercel%20(1990%20-%201999).html
toyota,Tundra,1999 - 2007,6x139.7,106,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Tundra%20(1999%20-%202007).html
toyota,Tundra,2008 - ,5x150,110,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Tundra%20(2008%20-%20).html
toyota,Urban Cruiser,2009 - ,5x100,54.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Urban%20Cruiser%20(2009%20-%20).html
toyota,Verso,2009 - ,5x114.3,60.1,,,,,,,,,,https://www.wheelfitment.eu/car/Toyota/Verso%20(2009%20-%20).html
toyota,Verso S,2010 - ,5x100,54.1,,,,1,1,,,,,https://www.wheelfitment.eu/car/Toyota/Verso%20S%20(2010%20-%20).html
toyota,Voltz,2002 - 2004,5x100,73.1,,,,,1,1,,,,https://www.wheelfitment.eu/car/Toyota/Voltz%20(2002%20-%202004).html
toyota,Yaris,1999 - 2005,4x100,54.1,,1,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Yaris%20(1999%20-%202005).html
toyota,Yaris,2005 - 2011,4x100,54.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Yaris%20(2005%20-%202011).html
toyota,Yaris,2011 - 2020,4x100,54.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Yaris%20(2011%20-%202020).html
toyota,Yaris,2020 - ,5x100,54.1,,,,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Yaris%20(2020%20-%20).html
toyota,Yaris II 17 inch,2005 - 2011,4x100,54.1,,,,,,1,1,,,https://www.wheelfitment.eu/car/Toyota/Yaris%20II%2017%20inch%20(2005%20-%202011).html
toyota,Yaris Verso,1999 - 2007,4x100,54.1,,,1,1,1,1,1,,,https://www.wheelfitment.eu/car/Toyota/Yaris%20Verso%20(1999%20-%202007).html
